Dataset,Model,True_Value,Prediction,Residual
SST,Emollama-7b,0.76389,0.6,0.16388999999999998
SST,Emollama-7b,0.8333299999999999,0.65,0.18332999999999988
SST,Emollama-7b,0.77778,0.7,0.07778000000000007
SST,Emollama-7b,0.45833,0.467,-0.008670000000000011
SST,Emollama-7b,0.70833,0.426,0.28233
SST,Emollama-7b,0.76389,0.483,0.28089
SST,Emollama-7b,0.69444,0.483,0.21143999999999996
SST,Emollama-7b,0.88889,0.45,0.43888999999999995
SST,Emollama-7b,0.72222,0.673,0.04921999999999993
SST,Emollama-7b,0.72222,0.548,0.17421999999999993
SST,Emollama-7b,0.76389,0.673,0.09088999999999992
SST,Emollama-7b,0.72222,0.483,0.23922
SST,Emollama-7b,0.77778,0.569,0.20878000000000008
SST,Emollama-7b,0.4305600000000001,0.462,-0.03143999999999991
SST,Emollama-7b,0.77778,0.584,0.19378000000000006
SST,Emollama-7b,0.625,0.583,0.04200000000000004
SST,Emollama-7b,0.48611,0.536,-0.049890000000000045
SST,Emollama-7b,0.91667,0.645,0.27166999999999997
SST,Emollama-7b,0.68056,0.6,0.08056000000000008
SST,Emollama-7b,0.91667,0.742,0.17467
SST,Emollama-7b,0.77778,0.563,0.21478000000000008
SST,Emollama-7b,0.93056,0.583,0.3475600000000001
SST,Emollama-7b,0.875,0.73,0.14500000000000002
SST,Emollama-7b,0.73611,0.683,0.05310999999999999
SST,Emollama-7b,0.52778,0.583,-0.055219999999999936
SST,Emollama-7b,0.91667,0.683,0.23366999999999993
SST,Emollama-7b,0.72222,0.563,0.15922000000000003
SST,Emollama-7b,0.5,0.532,-0.03200000000000003
SST,Emollama-7b,0.38889,0.467,-0.07811000000000001
SST,Emollama-7b,0.75,0.532,0.21799999999999997
SST,Emollama-7b,0.8472200000000001,0.563,0.28422000000000014
SST,Emollama-7b,0.94444,0.583,0.36144
SST,Emollama-7b,0.76389,0.534,0.22988999999999993
SST,Emollama-7b,0.70833,0.569,0.13933000000000006
SST,Emollama-7b,0.88889,0.532,0.35688999999999993
SST,Emollama-7b,0.80556,0.674,0.13156
SST,Emollama-7b,0.29167,0.467,-0.17533000000000004
SST,Emollama-7b,0.88889,0.65,0.23888999999999994
SST,Emollama-7b,0.90278,0.483,0.41978000000000004
SST,Emollama-7b,0.59722,0.5,0.09721999999999997
SST,Emollama-7b,0.8472200000000001,0.672,0.17522000000000004
SST,Emollama-7b,0.8333299999999999,0.733,0.10032999999999992
SST,Emollama-7b,0.77778,0.7,0.07778000000000007
SST,Emollama-7b,0.8472200000000001,0.6,0.2472200000000001
SST,Emollama-7b,0.48611,0.569,-0.08288999999999996
SST,Emollama-7b,0.81944,0.65,0.16943999999999992
SST,Emollama-7b,0.69444,0.583,0.11143999999999998
SST,Emollama-7b,0.38889,0.379,0.00989000000000001
SST,Emollama-7b,0.58333,0.645,-0.06167
SST,Emollama-7b,0.8333299999999999,0.534,0.2993299999999999
SST,Emollama-7b,0.69444,0.567,0.12744
SST,Emollama-7b,0.77778,0.483,0.29478000000000004
SST,Emollama-7b,0.5,0.583,-0.08299999999999996
SST,Emollama-7b,0.77778,0.73,0.047780000000000045
SST,Emollama-7b,0.97222,0.733,0.23922
SST,Emollama-7b,0.48611,0.483,0.0031100000000000017
SST,Emollama-7b,0.68056,0.596,0.08456000000000008
SST,Emollama-7b,0.77778,0.672,0.10577999999999999
SST,Emollama-7b,0.81944,0.536,0.2834399999999999
SST,Emollama-7b,0.59722,0.48,0.11721999999999999
SST,Emollama-7b,0.86111,0.534,0.32711
SST,Emollama-7b,0.77778,0.672,0.10577999999999999
SST,Emollama-7b,0.51389,0.534,-0.020110000000000072
SST,Emollama-7b,0.55556,0.582,-0.026439999999999908
SST,Emollama-7b,0.69444,0.6,0.09443999999999997
SST,Emollama-7b,0.72222,0.567,0.15522000000000002
SST,Emollama-7b,0.36111,0.483,-0.12189
SST,Emollama-7b,0.5,0.5,0.0
SST,Emollama-7b,0.76389,0.534,0.22988999999999993
SST,Emollama-7b,0.8333299999999999,0.563,0.27032999999999996
SST,Emollama-7b,0.88889,0.462,0.42688999999999994
SST,Emollama-7b,0.80556,0.7,0.1055600000000001
SST,Emollama-7b,0.40278,0.458,-0.05521999999999999
SST,Emollama-7b,0.86111,0.683,0.17811
SST,Emollama-7b,0.79167,0.673,0.11866999999999994
SST,Emollama-7b,0.90278,0.567,0.3357800000000001
SST,Emollama-7b,0.70833,0.534,0.17432999999999998
SST,Emollama-7b,0.52778,0.589,-0.06121999999999994
SST,Emollama-7b,0.51389,0.435,0.07888999999999996
SST,Emollama-7b,0.93056,0.683,0.24756
SST,Emollama-7b,0.86111,0.673,0.18811
SST,Emollama-7b,0.70833,0.563,0.14533000000000007
SST,Emollama-7b,0.8333299999999999,0.75,0.0833299999999999
SST,Emollama-7b,0.45833,0.397,0.061329999999999996
SST,Emollama-7b,0.8472200000000001,0.674,0.17322000000000004
SST,Emollama-7b,0.875,0.583,0.29200000000000004
SST,Emollama-7b,0.77778,0.733,0.04478000000000004
SST,Emollama-7b,0.8333299999999999,0.645,0.1883299999999999
SST,Emollama-7b,0.70833,0.548,0.16032999999999997
SST,Emollama-7b,0.61111,0.583,0.02811000000000008
SST,Emollama-7b,0.81944,0.638,0.18143999999999993
SST,Emollama-7b,0.875,0.567,0.30800000000000005
SST,Emollama-7b,0.73611,0.567,0.1691100000000001
SST,Emollama-7b,0.86111,0.645,0.21611000000000002
SST,Emollama-7b,0.8472200000000001,0.586,0.2612200000000001
SST,Emollama-7b,0.52778,0.5,0.027780000000000027
SST,Emollama-7b,0.8333299999999999,0.534,0.2993299999999999
SST,Emollama-7b,0.75,0.583,0.16700000000000004
SST,Emollama-7b,0.73611,0.569,0.1671100000000001
SST,Emollama-7b,0.25,0.426,-0.176
SST,Emollama-7b,0.8472200000000001,0.45,0.3972200000000001
SST,Emollama-7b,0.75,0.586,0.16400000000000003
SST,Emollama-7b,0.81944,0.567,0.25244
SST,Emollama-7b,0.90278,0.722,0.18078000000000005
SST,Emollama-7b,0.81944,0.563,0.25644
SST,Emollama-7b,0.94444,0.73,0.21443999999999996
SST,Emollama-7b,0.80556,0.73,0.07556000000000007
SST,Emollama-7b,0.69444,0.583,0.11143999999999998
SST,Emollama-7b,0.66667,0.548,0.11866999999999994
SST,Emollama-7b,0.22221999999999995,0.467,-0.24478000000000008
SST,Emollama-7b,0.875,0.683,0.19199999999999995
SST,Emollama-7b,0.55556,0.583,-0.02743999999999991
SST,Emollama-7b,0.55556,0.483,0.07256000000000007
SST,Emollama-7b,0.63889,0.534,0.10488999999999993
SST,Emollama-7b,0.73611,0.569,0.1671100000000001
SST,Emollama-7b,0.73611,0.683,0.05310999999999999
SST,Emollama-7b,0.41667,0.483,-0.06633
SST,Emollama-7b,0.68056,0.645,0.035560000000000036
SST,Emollama-7b,0.79167,0.673,0.11866999999999994
SST,Emollama-7b,0.72222,0.584,0.13822
SST,Emollama-7b,0.54167,0.532,0.009669999999999956
SST,Emollama-7b,0.61111,0.483,0.12811000000000006
SST,Emollama-7b,0.58333,0.646,-0.06267
SST,Emollama-7b,0.8333299999999999,0.536,0.29732999999999987
SST,Emollama-7b,0.88889,0.645,0.24388999999999994
SST,Emollama-7b,0.45833,0.35,0.10833000000000004
SST,Emollama-7b,0.5,0.483,0.017000000000000015
SST,Emollama-7b,0.59722,0.548,0.04921999999999993
SST,Emollama-7b,0.76389,0.673,0.09088999999999992
SST,Emollama-7b,0.8333299999999999,0.683,0.15032999999999985
SST,Emollama-7b,0.73611,0.569,0.1671100000000001
SST,Emollama-7b,0.94444,0.678,0.2664399999999999
SST,Emollama-7b,0.77778,0.569,0.20878000000000008
SST,Emollama-7b,0.93056,0.75,0.18056000000000005
SST,Emollama-7b,0.875,0.634,0.241
SST,Emollama-7b,0.80556,0.563,0.2425600000000001
SST,Emollama-7b,0.77778,0.483,0.29478000000000004
SST,Emollama-7b,0.88889,0.645,0.24388999999999994
SST,Emollama-7b,0.34722,0.483,-0.13578
SST,Emollama-7b,0.8472200000000001,0.673,0.17422000000000004
SST,Emollama-7b,0.69444,0.638,0.056439999999999935
SST,Emollama-7b,0.65278,0.567,0.08578000000000008
SST,Emollama-7b,0.8333299999999999,0.63,0.2033299999999999
SST,Emollama-7b,0.79167,0.629,0.16266999999999998
SST,Emollama-7b,0.69444,0.534,0.16043999999999992
SST,Emollama-7b,0.69444,0.569,0.12544
SST,Emollama-7b,0.70833,0.621,0.08733000000000002
SST,Emollama-7b,0.66667,0.65,0.016669999999999963
SST,Emollama-7b,0.77778,0.645,0.13278
SST,Emollama-7b,0.4444399999999999,0.426,0.0184399999999999
SST,Emollama-7b,0.73611,0.548,0.18811
SST,Emollama-7b,0.33333,0.45,-0.11667
SST,Emollama-7b,0.52778,0.435,0.09278000000000003
SST,Emollama-7b,0.88889,0.673,0.21588999999999992
SST,Emollama-7b,0.77778,0.532,0.24578
SST,Emollama-7b,0.94444,0.563,0.38144
SST,Emollama-7b,0.86111,0.645,0.21611000000000002
SST,Emollama-7b,0.86111,0.762,0.09911000000000003
SST,Emollama-7b,0.75,0.7,0.050000000000000044
SST,Emollama-7b,0.72222,0.75,-0.027780000000000027
SST,Emollama-7b,0.58333,0.6,-0.016669999999999963
SST,Emollama-7b,0.70833,0.65,0.05832999999999999
SST,Emollama-7b,0.70833,0.569,0.13933000000000006
SST,Emollama-7b,0.88889,0.583,0.30589
SST,Emollama-7b,0.77778,0.62,0.15778000000000003
SST,Emollama-7b,0.88889,0.65,0.23888999999999994
SST,Emollama-7b,0.91667,0.683,0.23366999999999993
SST,Emollama-7b,0.94444,0.683,0.2614399999999999
SST,Emollama-7b,0.8333299999999999,0.683,0.15032999999999985
SST,Emollama-7b,0.80556,0.6,0.20556000000000008
SST,Emollama-7b,0.76389,0.683,0.0808899999999999
SST,Emollama-7b,0.88889,0.65,0.23888999999999994
SST,Emollama-7b,0.97222,0.73,0.24222
SST,Emollama-7b,0.80556,0.48,0.32556000000000007
SST,Emollama-7b,0.56944,0.538,0.03143999999999991
SST,Emollama-7b,0.79167,0.678,0.11366999999999994
SST,Emollama-7b,0.66667,0.589,0.07767000000000002
SST,Emollama-7b,0.8333299999999999,0.6,0.23332999999999993
SST,Emollama-7b,0.48611,0.563,-0.07688999999999996
SST,Emollama-7b,0.88889,0.683,0.2058899999999999
SST,Emollama-7b,0.8333299999999999,0.548,0.28532999999999986
SST,Emollama-7b,0.88889,0.879,0.009889999999999954
SST,Emollama-7b,0.27778,0.435,-0.15721999999999997
SST,Emollama-7b,0.76389,0.594,0.16988999999999999
SST,Emollama-7b,0.75,0.73,0.020000000000000018
SST,Emollama-7b,0.875,0.483,0.392
SST,Emollama-7b,0.81944,0.75,0.06943999999999995
SST,Emollama-7b,0.8333299999999999,0.567,0.26632999999999996
SST,Emollama-7b,0.75,0.583,0.16700000000000004
SST,Emollama-7b,0.94444,0.75,0.19443999999999995
SST,Emollama-7b,0.90278,0.5,0.40278
SST,Emollama-7b,0.86111,0.75,0.11111000000000004
SST,Emollama-7b,0.63889,0.567,0.07189000000000001
SST,Emollama-7b,0.77778,0.5,0.27778
SST,Emollama-7b,0.63889,0.538,0.10088999999999992
SST,Emollama-7b,0.86111,0.645,0.21611000000000002
SST,Emollama-7b,0.72222,0.583,0.13922
SST,Emollama-7b,0.93056,0.65,0.28056000000000003
SST,Emollama-7b,0.63889,0.5,0.13888999999999996
SST,Emollama-7b,0.94444,0.729,0.21543999999999996
SST,Emollama-7b,0.79167,0.589,0.20267000000000002
SST,Emollama-7b,0.69444,0.483,0.21143999999999996
SST,Emollama-7b,0.70833,0.586,0.12233000000000005
SST,Emollama-7b,0.94444,0.683,0.2614399999999999
SST,Emollama-7b,0.8472200000000001,0.6,0.2472200000000001
SST,Emollama-7b,0.54167,0.5,0.041669999999999985
SST,Emollama-7b,0.8472200000000001,0.5,0.3472200000000001
SST,Emollama-7b,0.30556,0.435,-0.12944
SST,Emollama-7b,0.66667,0.467,0.19966999999999996
SST,Emollama-7b,0.51389,0.583,-0.06911
SST,Emollama-7b,0.61111,0.641,-0.029889999999999972
SST,Emollama-7b,0.88889,0.532,0.35688999999999993
SST,Emollama-7b,0.80556,0.63,0.17556000000000005
SST,Emollama-7b,0.91667,0.733,0.18367
SST,Emollama-7b,0.79167,0.563,0.22867000000000004
SST,Emollama-7b,0.65278,0.563,0.08978000000000008
SST,Emollama-7b,0.75,0.634,0.11599999999999999
SST,Emollama-7b,0.73611,0.536,0.20011
SST,Emollama-7b,0.86111,0.621,0.24011000000000005
SST,Emollama-7b,0.22221999999999995,0.467,-0.24478000000000008
SST,Emollama-7b,0.69444,0.563,0.13144
SST,Emollama-7b,0.80556,0.583,0.2225600000000001
SST,Emollama-7b,0.90278,0.673,0.22977999999999998
SST,Emollama-7b,0.8333299999999999,0.569,0.26432999999999995
SST,Emollama-7b,0.41667,0.426,-0.009330000000000005
SST,Emollama-7b,0.77778,0.597,0.18078000000000005
SST,Emollama-7b,0.4444399999999999,0.42,0.024439999999999906
SST,Emollama-7b,0.625,0.467,0.15799999999999997
SST,Emollama-7b,0.59722,0.569,0.028220000000000023
SST,Emollama-7b,0.68056,0.583,0.09756000000000009
SST,Emollama-7b,0.8333299999999999,0.583,0.25032999999999994
SST,Emollama-7b,0.375,0.563,-0.18799999999999994
SST,Emollama-7b,0.875,0.63,0.245
SST,Emollama-7b,0.875,0.645,0.22999999999999998
SST,Emollama-7b,0.81944,0.732,0.08743999999999996
SST,Emollama-7b,0.88889,0.645,0.24388999999999994
SST,Emollama-7b,0.55556,0.467,0.08856000000000003
SST,Emollama-7b,0.55556,0.5,0.055560000000000054
SST,Emollama-7b,0.8333299999999999,0.683,0.15032999999999985
SST,Emollama-7b,0.26389,0.35,-0.08610999999999996
SST,Emollama-7b,0.79167,0.586,0.20567000000000002
SST,Emollama-7b,0.88889,0.483,0.40589
SST,Emollama-7b,0.93056,0.65,0.28056000000000003
SST,Emollama-7b,0.65278,0.548,0.10477999999999998
SST,Emollama-7b,0.61111,0.534,0.07711000000000001
SST,Emollama-7b,0.68056,0.645,0.035560000000000036
SST,Emollama-7b,0.55556,0.534,0.021560000000000024
SST,Emollama-7b,0.91667,0.563,0.35367000000000004
SST,Emollama-7b,0.81944,0.534,0.2854399999999999
SST,Emollama-7b,0.59722,0.463,0.13421999999999995
SST,Emollama-7b,0.94444,0.645,0.29943999999999993
SST,Emollama-7b,0.8472200000000001,0.8,0.04722000000000004
SST,Emollama-7b,0.8333299999999999,0.583,0.25032999999999994
SST,Emollama-7b,0.65278,0.5,0.15278000000000003
SST,Emollama-7b,0.875,0.7,0.17500000000000004
SST,Emollama-7b,0.55556,0.35,0.20556000000000008
SST,Emollama-7b,0.81944,0.683,0.1364399999999999
SST,Emollama-7b,0.68056,0.583,0.09756000000000009
SST,Emollama-7b,0.69444,0.583,0.11143999999999998
SST,Emollama-7b,0.8333299999999999,0.534,0.2993299999999999
SST,Emollama-7b,0.72222,0.5,0.22221999999999997
SST,Emollama-7b,0.875,0.638,0.237
SST,Emollama-7b,0.94444,0.532,0.4124399999999999
SST,Emollama-7b,0.8472200000000001,0.5,0.3472200000000001
SST,Emollama-7b,0.77778,0.563,0.21478000000000008
SST,Emollama-7b,0.69444,0.435,0.25943999999999995
SST,Emollama-7b,0.055555999999999994,0.258,-0.202444
SST,Emollama-7b,0.625,0.5,0.125
SST,Emollama-7b,0.69444,0.463,0.23143999999999992
SST,Emollama-7b,0.71875,0.683,0.03574999999999995
SST,Emollama-7b,0.5,0.583,-0.08299999999999996
SST,Emollama-7b,0.55556,0.532,0.023560000000000025
SST,Emollama-7b,0.55556,0.762,-0.20643999999999996
SST,Emollama-7b,0.69444,0.689,0.00544
SST,Emollama-7b,0.65278,0.532,0.12078
SST,Emollama-7b,0.68056,0.683,-0.0024399999999999977
SST,Emollama-7b,0.69444,0.567,0.12744
SST,Emollama-7b,0.97222,0.65,0.32221999999999995
SST,Emollama-7b,0.61458,0.435,0.17958000000000002
SST,Emollama-7b,0.91667,0.583,0.33367
SST,Emollama-7b,0.75,0.532,0.21799999999999997
SST,Emollama-7b,0.75,0.567,0.18300000000000005
SST,Emollama-7b,0.79167,0.6,0.19167
SST,Emollama-7b,0.88889,0.645,0.24388999999999994
SST,Emollama-7b,0.75,0.569,0.18100000000000005
SST,Emollama-7b,0.72222,0.538,0.18421999999999994
SST,Emollama-7b,0.79167,0.586,0.20567000000000002
SST,Emollama-7b,0.79167,0.645,0.14666999999999997
SST,Emollama-7b,0.72222,0.582,0.14022
SST,Emollama-7b,0.91667,0.75,0.16666999999999998
SST,Emollama-7b,0.78125,0.672,0.10924999999999996
SST,Emollama-7b,0.70833,0.6,0.10833000000000004
SST,Emollama-7b,0.48611,0.534,-0.047890000000000044
SST,Emollama-7b,0.47222,0.35,0.12222
SST,Emollama-7b,0.40278,0.483,-0.08021999999999996
SST,Emollama-7b,0.68056,0.726,-0.045439999999999925
SST,Emollama-7b,0.8333299999999999,0.7,0.13332999999999995
SST,Emollama-7b,0.88889,0.63,0.25888999999999995
SST,Emollama-7b,0.88889,0.589,0.29989
SST,Emollama-7b,0.95833,0.683,0.27532999999999996
SST,Emollama-7b,0.5,0.435,0.065
SST,Emollama-7b,0.8472200000000001,0.75,0.09722000000000008
SST,Emollama-7b,0.63889,0.563,0.07589000000000001
SST,Emollama-7b,0.70833,0.5,0.20833000000000002
SST,Emollama-7b,0.81944,0.75,0.06943999999999995
SST,Emollama-7b,0.76389,0.534,0.22988999999999993
SST,Emollama-7b,0.70833,0.594,0.11433000000000004
SST,Emollama-7b,0.8333299999999999,0.6,0.23332999999999993
SST,Emollama-7b,0.63889,0.621,0.01788999999999996
SST,Emollama-7b,0.88889,0.683,0.2058899999999999
SST,Emollama-7b,0.8333299999999999,0.674,0.15932999999999986
SST,Emollama-7b,0.79167,0.683,0.10866999999999993
SST,Emollama-7b,0.51389,0.6,-0.08611000000000002
SST,Emollama-7b,0.625,0.625,0.0
SST,Emollama-7b,0.79167,0.638,0.15366999999999997
SST,Emollama-7b,0.81944,0.583,0.23643999999999998
SST,Emollama-7b,0.72917,0.589,0.14017000000000002
SST,Emollama-7b,0.59722,0.5,0.09721999999999997
SST,Emollama-7b,0.25,0.5,-0.25
SST,Emollama-7b,0.76389,0.645,0.11888999999999994
SST,Emollama-7b,0.16667,0.286,-0.11932999999999996
SST,Emollama-7b,0.86111,0.673,0.18811
SST,Emollama-7b,0.52778,0.534,-0.006220000000000003
SST,Emollama-7b,0.8333299999999999,0.73,0.10332999999999992
SST,Emollama-7b,0.76389,0.375,0.38888999999999996
SST,Emollama-7b,0.77778,0.583,0.19478000000000006
SST,Emollama-7b,0.79167,0.569,0.22267000000000003
SST,Emollama-7b,0.69444,0.6,0.09443999999999997
SST,Emollama-7b,0.79167,0.65,0.14166999999999996
SST,Emollama-7b,0.73611,0.742,-0.005889999999999951
SST,Emollama-7b,0.51389,0.563,-0.04910999999999999
SST,Emollama-7b,0.90278,0.63,0.27278
SST,Emollama-7b,0.8472200000000001,0.64,0.20722000000000007
SST,Emollama-7b,0.72222,0.638,0.08421999999999996
SST,Emollama-7b,0.79167,0.589,0.20267000000000002
SST,Emollama-7b,0.33333,0.532,-0.19867
SST,Emollama-7b,0.65278,0.548,0.10477999999999998
SST,Emollama-7b,0.75,0.683,0.06699999999999995
SST,Emollama-7b,0.65278,0.567,0.08578000000000008
SST,Emollama-7b,0.8333299999999999,0.645,0.1883299999999999
SST,Emollama-7b,0.80556,0.563,0.2425600000000001
SST,Emollama-7b,0.8472200000000001,0.768,0.07922000000000007
SST,Emollama-7b,0.875,0.583,0.29200000000000004
SST,Emollama-7b,0.5,0.5,0.0
SST,Emollama-7b,0.5,0.483,0.017000000000000015
SST,Emollama-7b,0.81944,0.65,0.16943999999999992
SST,Emollama-7b,0.70833,0.534,0.17432999999999998
SST,Emollama-7b,0.79167,0.683,0.10866999999999993
SST,Emollama-7b,0.68056,0.638,0.04256000000000004
SST,Emollama-7b,0.80556,0.645,0.16056000000000004
SST,Emollama-7b,0.26389,0.458,-0.19411
SST,Emollama-7b,0.55556,0.483,0.07256000000000007
SST,Emollama-7b,0.5,0.467,0.032999999999999974
SST,Emollama-7b,0.88889,0.645,0.24388999999999994
SST,Emollama-7b,0.79167,0.65,0.14166999999999996
SST,Emollama-7b,0.77778,0.586,0.19178000000000006
SST,Emollama-7b,0.77778,0.589,0.18878000000000006
SST,Emollama-7b,0.375,0.435,-0.06
SST,Emollama-7b,0.5,0.483,0.017000000000000015
SST,Emollama-7b,0.47222,0.435,0.037219999999999975
SST,Emollama-7b,0.61111,0.563,0.0481100000000001
SST,Emollama-7b,0.80556,0.683,0.12256
SST,Emollama-7b,0.80556,0.567,0.2385600000000001
SST,Emollama-7b,0.76389,0.563,0.20089
SST,Emollama-7b,0.73611,0.5,0.23611000000000004
SST,Emollama-7b,0.34722,0.42,-0.07278000000000001
SST,Emollama-7b,0.6875,0.584,0.10350000000000004
SST,Emollama-7b,0.79167,0.569,0.22267000000000003
SST,Emollama-7b,0.76389,0.548,0.21588999999999992
SST,Emollama-7b,0.5,0.48,0.020000000000000018
SST,Emollama-7b,0.72222,0.586,0.13622
SST,Emollama-7b,0.8333299999999999,0.645,0.1883299999999999
SST,Emollama-7b,0.48611,0.483,0.0031100000000000017
SST,Emollama-7b,0.72222,0.483,0.23922
SST,Emollama-7b,0.8333299999999999,0.683,0.15032999999999985
SST,Emollama-7b,0.77778,0.5,0.27778
SST,Emollama-7b,0.5,0.5,0.0
SST,Emollama-7b,0.875,0.583,0.29200000000000004
SST,Emollama-7b,0.61111,0.569,0.04211000000000009
SST,Emollama-7b,0.4305600000000001,0.435,-0.0044399999999998885
SST,Emollama-7b,0.55556,0.483,0.07256000000000007
SST,Emollama-7b,0.73611,0.569,0.1671100000000001
SST,Emollama-7b,0.86111,0.673,0.18811
SST,Emollama-7b,0.79167,0.5,0.29167
SST,Emollama-7b,0.79167,0.5,0.29167
SST,Emollama-7b,0.90278,0.6,0.30278000000000005
SST,Emollama-7b,0.8472200000000001,0.764,0.08322000000000007
SST,Emollama-7b,0.8333299999999999,0.563,0.27032999999999996
SST,Emollama-7b,0.63889,0.534,0.10488999999999993
SST,Emollama-7b,0.66667,0.621,0.04566999999999999
SST,Emollama-7b,0.73611,0.467,0.26911
SST,Emollama-7b,0.54167,0.569,-0.027329999999999965
SST,Emollama-7b,0.4444399999999999,0.483,-0.038560000000000094
SST,Emollama-7b,0.88889,0.673,0.21588999999999992
SST,Emollama-7b,0.59722,0.683,-0.08578000000000008
SST,Emollama-7b,0.80556,0.732,0.07356000000000007
SST,Emollama-7b,0.8333299999999999,0.69,0.14332999999999996
SST,Emollama-7b,0.80556,0.583,0.2225600000000001
SST,Emollama-7b,0.66667,0.65,0.016669999999999963
SST,Emollama-7b,0.79167,0.569,0.22267000000000003
SST,Emollama-7b,0.73611,0.583,0.15311000000000008
SST,Emollama-7b,0.63889,0.569,0.06989000000000001
SST,Emollama-7b,0.76389,0.532,0.23188999999999993
SST,Emollama-7b,0.90278,0.532,0.37078
SST,Emollama-7b,0.76389,0.586,0.17789
SST,Emollama-7b,0.88889,0.683,0.2058899999999999
SST,Emollama-7b,0.8333299999999999,0.583,0.25032999999999994
SST,Emollama-7b,0.68056,0.483,0.19756000000000007
SST,Emollama-7b,0.79167,0.569,0.22267000000000003
SST,Emollama-7b,0.90278,0.722,0.18078000000000005
SST,Emollama-7b,0.77778,0.6,0.17778000000000005
SST,Emollama-7b,0.80556,0.483,0.32256000000000007
SST,Emollama-7b,0.61111,0.483,0.12811000000000006
SST,Emollama-7b,0.80556,0.621,0.18456000000000006
SST,Emollama-7b,0.70833,0.6,0.10833000000000004
SST,Emollama-7b,0.66667,0.467,0.19966999999999996
SST,Emollama-7b,0.8472200000000001,0.5,0.3472200000000001
SST,Emollama-7b,0.8333299999999999,0.569,0.26432999999999995
SST,Emollama-7b,0.66667,0.583,0.08367000000000002
SST,Emollama-7b,0.52778,0.548,-0.020220000000000016
SST,Emollama-7b,0.86111,0.65,0.21111000000000002
SST,Emollama-7b,0.76389,0.645,0.11888999999999994
SST,Emollama-7b,0.66667,0.569,0.09767000000000003
SST,Emollama-7b,0.86111,0.65,0.21111000000000002
SST,Emollama-7b,0.875,0.674,0.20099999999999996
SST,Emollama-7b,0.30556,0.435,-0.12944
SST,Emollama-7b,0.4444399999999999,0.467,-0.022560000000000136
SST,Emollama-7b,0.77778,0.6,0.17778000000000005
SST,Emollama-7b,0.81944,0.583,0.23643999999999998
SST,Emollama-7b,0.76389,0.597,0.16688999999999998
SST,Emollama-7b,0.66667,0.483,0.18367
SST,Emollama-7b,0.61111,0.583,0.02811000000000008
SST,Emollama-7b,0.66667,0.6,0.06667000000000001
SST,Emollama-7b,0.69444,0.534,0.16043999999999992
SST,Emollama-7b,0.38889,0.35,0.038890000000000036
SST,Emollama-7b,0.66667,0.5,0.16666999999999998
SST,Emollama-7b,0.5,0.483,0.017000000000000015
SST,Emollama-7b,0.66667,0.532,0.13466999999999996
SST,Emollama-7b,0.66667,0.583,0.08367000000000002
SST,Emollama-7b,0.29167,0.391,-0.09933000000000003
SST,Emollama-7b,0.88889,0.683,0.2058899999999999
SST,Emollama-7b,0.625,0.467,0.15799999999999997
SST,Emollama-7b,0.13889,0.233,-0.09411
SST,Emollama-7b,0.8333299999999999,0.65,0.18332999999999988
SST,Emollama-7b,0.27778,0.383,-0.10521999999999998
SST,Emollama-7b,0.19444,0.429,-0.23456
SST,Emollama-7b,0.36111,0.426,-0.06489
SST,Emollama-7b,0.55556,0.483,0.07256000000000007
SST,Emollama-7b,0.88889,0.726,0.16288999999999998
SST,Emollama-7b,0.68056,0.532,0.14856000000000003
SST,Emollama-7b,0.81944,0.683,0.1364399999999999
SST,Emollama-7b,0.81944,0.583,0.23643999999999998
SST,Emollama-7b,0.625,0.483,0.14200000000000002
